location,state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,year,month,class
Other,Florida,67.27,9.0,existing paid,none,2315.0,0.0,<1,-1,male single,none,2,real estate,35,none,own,-1,unemp/unskilled non res,1,none,YES,1996,7,GOOD
Other,Florida,0.0,24.0,critical/other existing credit,none,2315.0,0.0,>=7,4,unknown,none,4,no known property,33,none,for free,2,skilled,2,none,YES,1996,7,BAD
Other,Florida,193.43,18.0,critical/other existing credit,guarantor,1795.0,34.86,>=7,3,female div/dep/mar,guarantor,4,real estate,48,bank,rent,-1,unskilled resident,1,yes,NO,1996,7,GOOD
Other,Florida,-8219.36,20.0,critical/other existing credit,none,4272.0,94.81,>=7,1,unknown,none,4,life insurance,24,unknown,own,2,skilled,1,unknown,NO,1996,7,BAD
Other,Florida,0.0,12.0,unknown,unknown,976.0,0.0,>=7,4,male single,unknown,4,car,35,none,own,2,skilled,1,none,NO,1996,7,BAD
Other,Florida,44.41,12.0,existing paid,none,7472.0,0.0,unemployed,1,female div/dep/mar,none,2,real estate,33,none,rent,1,unemp/unskilled non res,1,none,YES,1996,7,GOOD
Other,Florida,-7911.06,36.0,unknown,unknown,9271.0,10.91,4<=X<7,2,male single,unknown,1,car,24,none,own,1,skilled,1,unknown,NO,1996,7,GOOD
Other,Florida,3.64,6.0,existing paid,none,590.0,69.14,<1,3,unknown,none,3,real estate,26,none,own,1,unskilled resident,1,none,YES,1996,7,GOOD
Other,Florida,0.0,12.0,critical/other existing credit,none,930.0,0.0,>=7,4,male single,none,4,real estate,65,unknown,own,4,skilled,1,none,NO,1996,7,BAD
Other,Florida,0.0,42.0,all paid,none,9283.0,0.0,unemployed,1,male single,none,2,no known property,55,bank,for free,1,high qualif/self emp/mgmt,1,yes,YES,1996,7,GOOD
Other,Florida,0.0,15.0,no credits/all paid,none,1778.0,0.0,<1,2,female div/dep/mar,none,1,real estate,26,none,rent,2,unemp/unskilled non res,1,unknown,YES,1996,7,BAD
Marion,Florida,69.88,8.0,existing paid,none,907.0,6.83,<1,3,male mar/wid,none,2,real estate,26,none,own,1,skilled,1,unknown,NO,1996,7,GOOD
Marion,Florida,98.29,6.0,existing paid,guarantor,484.0,82.59,4<=X<7,3,male mar/wid,guarantor,3,real estate,28,bank,own,1,unskilled resident,1,none,NO,1996,7,BAD
Other,Florida,-4383.35,36.0,critical/other existing credit,none,9629.0,80.0,4<=X<7,4,male single,none,4,car,24,none,own,2,unknown,1,yes,NO,1996,7,GOOD
Orange,Florida,-6144.69,48.0,existing paid,none,3051.0,61.85,1<=X<4,3,male single,none,-1,car,54,none,own,1,skilled,1,none,NO,1996,7,BAD
Other,Florida,-5706.25,48.0,existing paid,unknown,3931.0,99.46,4<=X<7,-1,male single,unknown,-1,no known property,46,none,for free,1,skilled,2,none,NO,1996,8,GOOD
Other,Florida,28.13,36.0,delayed previously,none,7432.0,17.52,1<=X<4,-1,female div/dep/mar,none,2,life insurance,54,unknown,rent,1,skilled,1,none,YES,1996,8,BAD
Other,Florida,0.0,6.0,existing paid,none,1338.0,0.0,1<=X<4,1,male div/sep,none,4,real estate,62,none,own,1,skilled,1,none,NO,1996,8,BAD
Other,Florida,0.0,6.0,unknown,unknown,1554.0,0.0,unknown,-1,female div/dep/mar,none,2,car,24,none,unknown,2,skilled,1,yes,YES,1996,8,BAD
Other,Florida,0.0,36.0,existing paid,co applicant,15857.0,0.0,unemployed,2,male div/sep,co applicant,3,car,43,none,own,-1,high qualif/self emp/mgmt,1,none,NO,1996,8,GOOD
Other,Florida,-581.77,18.0,existing paid,none,1345.0,54.46,1<=X<4,-1,male mar/wid,none,3,real estate,26,bank,unknown,1,unknown,1,unknown,YES,1996,8,BAD
Other,Florida,0.0,12.0,existing paid,unknown,1101.0,0.0,unknown,3,male mar/wid,none,2,real estate,27,none,own,-1,skilled,1,yes,NO,1996,8,GOOD
Other,Florida,0.0,12.0,existing paid,none,3016.0,0.0,1<=X<4,3,male mar/wid,none,1,car,24,none,own,1,skilled,1,none,YES,1996,8,GOOD
Other,Florida,-8804.85,36.0,existing paid,none,2712.0,21.59,>=7,2,male single,none,2,life insurance,41,bank,own,1,skilled,2,unknown,YES,1996,8,GOOD
Other,Florida,-7039.13,8.0,critical/other existing credit,none,731.0,45.93,>=7,4,male single,none,4,real estate,33,none,own,2,unknown,1,none,NO,1996,8,BAD
Other,Florida,0.0,18.0,critical/other existing credit,none,3780.0,0.0,<1,3,male div/sep,none,2,car,35,none,own,2,high qualif/self emp/mgmt,1,yes,NO,1996,8,GOOD
Other,Florida,-6845.84,21.0,critical/other existing credit,none,1602.0,64.4,>=7,4,male mar/wid,none,3,car,30,none,own,2,skilled,1,yes,NO,1996,8,GOOD
Other,Florida,-4028.09,18.0,critical/other existing credit,none,3966.0,89.91,unknown,1,female div/dep/mar,none,4,real estate,33,unknown,rent,3,skilled,1,yes,NO,1996,8,GOOD
Other,Florida,0.0,18.0,unknown,none,4165.0,0.0,1<=X<4,2,male single,none,2,car,36,stores,unknown,2,skilled,2,none,NO,1996,8,GOOD
Other,Florida,-2327.2,36.0,existing paid,none,8335.0,0.0,>=7,3,male single,none,4,no known property,47,none,for free,1,skilled,1,unknown,YES,1996,8,GOOD
Other,Georgia,45.9,48.0,delayed previously,none,6681.0,0.0,1<=X<4,4,male single,none,4,no known property,38,none,for free,1,skilled,2,yes,YES,1996,8,BAD
Other,Georgia,0.0,24.0,unknown,none,2375.0,0.0,1<=X<4,4,male single,none,2,car,33,unknown,own,2,skilled,2,yes,YES,1996,8,BAD
Other,Georgia,-9116.85,18.0,existing paid,none,1216.0,0.0,<1,4,female div/dep/mar,none,3,car,23,none,rent,1,skilled,1,unknown,YES,1996,8,GOOD
Other,Georgia,-6919.96,45.0,no credits/all paid,unknown,11816.0,80.7,>=7,2,male single,unknown,4,car,29,unknown,rent,2,skilled,1,none,YES,1996,8,GOOD
Other,Georgia,94.26,24.0,existing paid,none,2315.0,0.0,>=7,2,female div/dep/mar,none,-1,car,42,none,own,1,skilled,1,unknown,YES,1996,8,GOOD
Other,Georgia,5440.88,15.0,existing paid,none,2327.0,94.96,<1,2,female div/dep/mar,none,3,real estate,25,none,own,1,unskilled resident,1,none,NO,1996,8,GOOD
Other,Georgia,-6123.97,12.0,no credits/all paid,none,1082.0,0.0,1<=X<4,4,male single,none,4,no known property,48,bank,own,2,unknown,1,none,YES,1996,8,GOOD
Other,Georgia,0.0,12.0,existing paid,unknown,886.0,0.0,1<=X<4,4,female div/dep/mar,unknown,2,car,21,unknown,own,-1,skilled,1,none,YES,1996,8,GOOD
Other,Georgia,0.0,4.0,existing paid,unknown,601.0,0.0,<1,1,female div/dep/mar,unknown,3,real estate,23,unknown,rent,1,unskilled resident,2,none,NO,1996,8,BAD
Fulton,Georgia,-8713.84,18.0,critical/other existing credit,none,2315.0,71.17,>=7,4,male single,none,4,life insurance,63,none,own,2,skilled,1,yes,NO,1996,8,BAD
Harris,Georgia,0.0,24.0,critical/other existing credit,co applicant,2611.0,0.0,>=7,4,male mar/wid,co applicant,-1,real estate,46,none,own,2,skilled,1,none,NO,1996,8,GOOD
Other,Georgia,-2075.66,36.0,existing paid,none,5179.0,28.73,4<=X<7,4,male single,none,2,life insurance,29,none,own,1,skilled,1,none,NO,1996,8,GOOD
Other,Georgia,0.0,21.0,delayed previously,none,2993.0,0.0,1<=X<4,3,male single,none,2,real estate,28,stores,own,2,unskilled resident,1,none,YES,1996,8,GOOD
Other,Georgia,0.0,18.0,existing paid,none,1943.0,0.0,unknown,4,female div/dep/mar,none,4,real estate,23,none,unknown,1,skilled,1,none,YES,1996,8,GOOD
Other,Georgia,0.0,24.0,all paid,none,1559.0,0.0,4<=X<7,4,male single,none,4,car,50,bank,unknown,1,skilled,1,yes,NO,1996,8,GOOD
Other,Georgia,0.0,18.0,existing paid,none,3422.0,0.0,>=7,4,male single,none,4,life insurance,47,bank,own,-1,skilled,2,unknown,YES,1996,8,GOOD
Other,Georgia,164.54,21.0,unknown,none,3976.0,0.0,4<=X<7,2,unknown,none,3,no known property,35,none,own,1,skilled,1,yes,NO,1996,9,GOOD
Other,Georgia,0.0,18.0,existing paid,none,6761.0,0.0,1<=X<4,2,male single,none,4,car,68,none,rent,2,skilled,1,unknown,YES,1996,9,GOOD
Other,Georgia,0.0,18.0,unknown,none,1249.0,0.0,<1,-1,male mar/wid,none,2,real estate,28,none,own,1,skilled,1,none,YES,1996,9,BAD
Fulton,Georgia,-5400.65,9.0,existing paid,none,1364.0,27.79,4<=X<7,-1,male single,none,4,real estate,59,none,own,1,skilled,1,unknown,NO,1996,9,GOOD
Other,Hawaii,-9276.51,12.0,existing paid,unknown,709.0,16.33,>=7,4,male single,none,4,real estate,57,stores,own,1,unskilled resident,1,none,YES,1996,9,GOOD
Other,Iowa,-2942.19,20.0,critical/other existing credit,guarantor,2235.0,1.49,1<=X<4,4,male mar/wid,guarantor,2,life insurance,33,bank,rent,2,skilled,1,none,NO,1996,9,GOOD
Other,Iowa,0.0,24.0,critical/other existing credit,none,4042.0,0.0,4<=X<7,3,male single,none,4,life insurance,43,none,own,2,skilled,1,yes,NO,1996,9,GOOD
Other,Iowa,0.0,15.0,critical/other existing credit,none,1471.0,0.0,1<=X<4,4,male single,none,4,no known property,35,none,for free,2,skilled,1,yes,YES,1996,9,BAD
Other,Iowa,-4157.57,18.0,all paid,unknown,1442.0,94.88,4<=X<7,4,male single,none,4,no known property,32,none,for free,2,unskilled resident,2,none,NO,1996,9,GOOD
Other,Iowa,0.0,36.0,delayed previously,none,10875.0,0.0,>=7,2,male single,none,2,car,45,unknown,own,2,skilled,2,yes,NO,1996,9,BAD
Other,Iowa,0.0,24.0,existing paid,none,1474.0,0.0,<1,4,male mar/wid,none,-1,real estate,33,none,own,1,skilled,1,yes,NO,1996,9,GOOD
Other,Iowa,0.0,18.0,existing paid,none,894.0,0.0,4<=X<7,4,female div/dep/mar,none,3,life insurance,40,none,own,1,skilled,1,yes,YES,1996,9,BAD
Other,Idaho,0.0,18.0,critical/other existing credit,none,3343.0,0.0,1<=X<4,4,unknown,none,2,no known property,33,unknown,for free,1,skilled,1,yes,YES,1996,9,GOOD
Other,Idaho,-4513.12,15.0,existing paid,none,3959.0,18.68,1<=X<4,3,female div/dep/mar,none,2,no known property,29,none,own,1,skilled,1,yes,NO,1996,9,BAD
Other,Illinois,0.0,9.0,existing paid,guarantor,3577.0,0.0,1<=X<4,1,male single,guarantor,2,real estate,26,none,rent,1,skilled,2,none,NO,1996,9,BAD
Other,Illinois,0.0,24.0,critical/other existing credit,unknown,5804.0,0.0,1<=X<4,4,male single,none,2,real estate,33,none,own,2,skilled,1,none,YES,1996,9,BAD
Cook,Illinois,0.0,18.0,delayed previously,none,2169.0,0.0,1<=X<4,4,male mar/wid,none,2,car,33,none,own,1,skilled,1,unknown,NO,1996,9,GOOD
Cook,Illinois,-2638.38,24.0,existing paid,none,2439.0,0.0,<1,-1,female div/dep/mar,none,-1,real estate,35,none,own,1,unknown,1,yes,YES,1996,9,GOOD
Other,Illinois,0.0,27.0,critical/other existing credit,none,4526.0,0.0,<1,4,male single,none,2,real estate,32,stores,own,2,unskilled resident,2,yes,NO,1996,9,BAD
Cook,Illinois,0.0,10.0,existing paid,unknown,2210.0,0.0,unknown,2,male single,unknown,2,real estate,25,unknown,unknown,1,unskilled resident,1,none,NO,1996,9,GOOD
Cook,Illinois,0.0,15.0,unknown,none,2221.0,0.0,1<=X<4,2,female div/dep/mar,none,4,car,20,none,rent,1,skilled,1,none,NO,1996,9,BAD
Other,Illinois,-8906.05,18.0,existing paid,none,2389.0,88.27,<1,4,unknown,none,1,car,27,stores,own,1,skilled,1,unknown,YES,1996,9,BAD
Cook,Illinois,0.0,12.0,critical/other existing credit,none,3331.0,0.0,>=7,2,male single,none,4,life insurance,42,stores,own,1,skilled,1,none,YES,1996,9,BAD
Other,Illinois,0.0,36.0,existing paid,none,7409.0,0.0,>=7,3,male single,none,2,no known property,37,none,own,2,skilled,1,none,YES,1996,9,GOOD
Other,Illinois,-542.44,12.0,existing paid,none,652.0,94.47,>=7,4,female div/dep/mar,none,4,life insurance,24,none,unknown,1,skilled,1,none,YES,1996,9,BAD
Other,Illinois,0.0,36.0,delayed previously,none,2315.0,0.0,4<=X<7,2,female div/dep/mar,none,4,car,40,none,unknown,2,skilled,1,yes,NO,1996,9,BAD
Other,Illinois,6044.46,6.0,critical/other existing credit,none,1343.0,18.82,>=7,1,male single,none,4,real estate,46,none,own,2,skilled,2,none,NO,1996,9,BAD
Other,Illinois,-34.79,24.0,critical/other existing credit,none,2315.0,146.38,4<=X<7,-1,male single,none,-1,real estate,26,none,own,2,skilled,1,yes,YES,1996,9,GOOD
Other,Illinois,0.0,15.0,existing paid,none,874.0,0.0,<1,4,female div/dep/mar,none,1,real estate,24,none,own,1,skilled,1,none,NO,1996,9,GOOD
Other,Illinois,-7372.45,12.0,existing paid,co applicant,2315.0,0.0,1<=X<4,2,male single,co applicant,2,life insurance,29,none,own,1,unskilled resident,2,none,YES,1996,9,BAD
Other,Illinois,51.27,11.0,critical/other existing credit,none,1322.0,7453.33,1<=X<4,4,female div/dep/mar,none,-1,car,40,none,unknown,2,skilled,1,none,NO,1996,10,GOOD
Other,Illinois,-974.0,18.0,all paid,co applicant,1940.0,65.2,<1,3,male single,co applicant,4,no known property,36,bank,for free,1,high qualif/self emp/mgmt,1,yes,NO,1996,10,BAD
Other,Illinois,0.0,36.0,existing paid,none,3595.0,0.0,>=7,4,male single,none,2,car,28,none,own,1,skilled,1,none,NO,1996,10,GOOD
Other,Illinois,-8311.39,9.0,existing paid,none,1422.0,84.41,<1,3,male single,none,2,no known property,27,none,for free,-1,unknown,1,yes,YES,1996,10,GOOD
Other,Illinois,0.0,30.0,critical/other existing credit,none,2315.0,0.0,4<=X<7,2,male single,none,3,life insurance,36,none,own,2,skilled,1,none,NO,1996,10,GOOD
Other,Illinois,0.0,24.0,existing paid,none,7814.0,0.0,4<=X<7,3,male single,none,3,car,38,none,own,1,unknown,1,yes,YES,1996,10,GOOD
Other,Illinois,0.0,24.0,existing paid,none,9277.0,0.0,1<=X<4,2,male div/sep,none,4,no known property,48,none,for free,1,skilled,1,yes,YES,1996,10,GOOD
Other,Illinois,0.0,30.0,critical/other existing credit,none,2181.0,0.0,>=7,4,male single,none,4,real estate,36,none,own,2,skilled,1,unknown,NO,1996,10,BAD
Other,Illinois,0.0,18.0,critical/other existing credit,none,1098.0,0.0,unemployed,4,female div/dep/mar,none,4,car,65,none,own,-1,unemp/unskilled non res,1,unknown,YES,1996,10,GOOD
Other,Illinois,39.31,24.0,existing paid,unknown,4057.0,16.75,4<=X<7,3,male div/sep,none,3,car,33,none,own,-1,skilled,1,yes,NO,1996,10,BAD
Other,Illinois,-5589.96,12.0,existing paid,unknown,795.0,12.55,<1,4,female div/dep/mar,none,4,life insurance,53,none,own,1,skilled,1,none,YES,1996,10,BAD
Cook,Illinois,140.73,24.0,critical/other existing credit,unknown,2825.0,0.0,unknown,4,male single,none,3,no known property,34,none,own,2,skilled,2,yes,YES,1996,10,BAD
Other,Indiana,0.0,18.0,existing paid,unknown,15672.0,0.0,1<=X<4,2,male single,unknown,2,car,23,none,own,1,skilled,1,yes,YES,1996,10,BAD
Other,Indiana,0.0,36.0,critical/other existing credit,none,6614.0,0.0,>=7,4,male single,none,4,car,34,none,own,2,high qualif/self emp/mgmt,1,yes,YES,1996,10,GOOD
Other,Indiana,0.0,28.0,all paid,unknown,7824.0,0.0,<1,3,male single,guarantor,4,real estate,40,bank,rent,2,skilled,2,yes,YES,1996,10,GOOD
Other,Indiana,-7869.21,27.0,critical/other existing credit,none,2442.0,78.37,>=7,4,male single,none,4,car,43,stores,own,-1,high qualif/self emp/mgmt,2,yes,YES,1996,10,GOOD
Other,Indiana,0.0,15.0,critical/other existing credit,none,1829.0,0.0,>=7,4,male single,none,-1,car,33,none,unknown,2,skilled,1,yes,NO,1996,10,BAD
Other,Indiana,-9686.49,12.0,critical/other existing credit,none,2171.0,80.14,1<=X<4,4,male single,none,4,life insurance,38,bank,own,2,unskilled resident,1,none,YES,1996,10,BAD
Other,Indiana,71.39,36.0,critical/other existing credit,none,5800.0,44.36,1<=X<4,3,male single,none,4,car,34,none,own,2,skilled,1,yes,YES,1996,10,BAD
Other,Indiana,0.0,18.0,critical/other existing credit,none,1169.0,0.0,1<=X<4,4,unknown,none,3,life insurance,29,none,own,2,skilled,1,yes,YES,1996,10,BAD
Other,Indiana,0.0,36.0,unknown,none,8947.0,0.0,unknown,3,male single,none,-1,car,31,stores,own,-1,high qualif/self emp/mgmt,2,yes,NO,1996,10,GOOD
Other,Indiana,-3213.79,21.0,unknown,unknown,2606.0,25.37,<1,4,female div/dep/mar,unknown,4,no known property,28,none,rent,1,high qualif/self emp/mgmt,1,yes,NO,1996,10,BAD
Other,Indiana,0.0,12.0,critical/other existing credit,unknown,2315.0,0.0,unknown,3,female div/dep/mar,none,2,life insurance,35,none,unknown,1,skilled,1,none,YES,1996,10,GOOD
Other,Indiana,0.0,15.0,existing paid,unknown,2186.0,0.0,4<=X<7,1,unknown,none,4,real estate,33,bank,rent,1,unskilled resident,1,none,YES,1996,10,BAD
Other,Indiana,-5178.11,18.0,existing paid,co applicant,4153.0,65.95,1<=X<4,2,unknown,co applicant,3,car,42,none,unknown,1,skilled,1,none,NO,1996,10,GOOD
Other,Indiana,-9384.89,18.0,critical/other existing credit,guarantor,2625.0,25.0,>=7,2,male single,guarantor,4,life insurance,43,bank,rent,1,unknown,1,yes,NO,1996,10,GOOD
Marion,Indiana,0.0,20.0,critical/other existing credit,none,3485.0,0.0,<1,2,male div/sep,none,4,real estate,44,none,own,2,skilled,1,yes,NO,1996,10,BAD
Other,Kansas,0.0,18.0,critical/other existing credit,none,2315.0,0.0,>=7,2,male single,none,4,no known property,42,unknown,unknown,2,skilled,1,none,YES,1996,10,GOOD
Other,Kansas,0.0,15.0,existing paid,unknown,1386.0,0.0,1<=X<4,4,male mar/wid,unknown,2,real estate,40,none,rent,-1,skilled,1,yes,NO,1996,10,GOOD
Other,Kansas,0.0,24.0,existing paid,none,2315.0,0.0,>=7,4,male single,none,1,real estate,36,none,own,1,high qualif/self emp/mgmt,1,yes,YES,1996,10,BAD
Other,Kansas,-4424.42,18.0,unknown,none,1107.0,65.46,1<=X<4,2,male single,none,2,real estate,20,none,rent,1,high qualif/self emp/mgmt,2,unknown,NO,1996,10,GOOD
Other,Kentucky,-8003.56,21.0,existing paid,co applicant,3763.0,0.0,4<=X<7,2,male single,co applicant,2,real estate,24,none,own,1,unskilled resident,1,none,NO,1996,11,GOOD
Other,Kentucky,124.56,36.0,existing paid,none,3711.0,0.0,1<=X<4,2,male mar/wid,none,2,car,27,none,own,1,skilled,1,none,YES,1996,11,GOOD
Other,Kentucky,0.0,15.0,delayed previously,none,3594.0,0.0,<1,1,female div/dep/mar,none,2,life insurance,33,none,own,2,unskilled resident,1,none,NO,1996,11,GOOD
Other,Kentucky,152.88,9.0,existing paid,none,3195.0,0.0,1<=X<4,1,female div/dep/mar,none,2,real estate,33,none,own,1,unskilled resident,1,none,NO,1996,11,BAD
Other,Kentucky,0.0,36.0,delayed previously,none,4454.0,0.0,1<=X<4,4,female div/dep/mar,none,4,real estate,34,none,own,2,skilled,1,none,NO,1996,11,BAD
Other,Kentucky,53.13,18.0,critical/other existing credit,none,4736.0,73.55,<1,2,unknown,none,4,car,25,bank,unknown,1,unskilled resident,1,none,YES,1996,11,GOOD
Other,Kentucky,136.67,30.0,unknown,none,2991.0,0.0,>=7,-1,female div/dep/mar,none,4,car,25,none,own,1,skilled,1,none,YES,1996,11,BAD
Other,Kentucky,0.0,11.0,existing paid,none,2142.0,0.0,>=7,1,male div/sep,none,2,real estate,28,none,unknown,1,unknown,1,yes,YES,1996,11,GOOD
Other,Kentucky,0.0,24.0,all paid,none,3161.0,0.0,1<=X<4,4,male single,none,2,no known property,31,none,rent,1,skilled,1,yes,YES,1996,11,BAD
Clark,Kentucky,0.0,48.0,no credits/all paid,none,18424.0,0.0,1<=X<4,1,female div/dep/mar,none,2,life insurance,32,bank,own,1,high qualif/self emp/mgmt,1,yes,YES,1996,11,GOOD
Other,Kentucky,0.0,18.0,existing paid,co applicant,2848.0,0.0,1<=X<4,1,male single,co applicant,2,real estate,32,none,own,1,skilled,2,none,NO,1996,11,BAD
Other,Kentucky,-2248.12,6.0,existing paid,none,14896.0,47.22,>=7,1,male single,none,4,no known property,68,bank,own,1,high qualif/self emp/mgmt,1,unknown,NO,1996,11,GOOD
Other,Kentucky,-9881.63,24.0,existing paid,none,2359.0,465.33,unemployed,-1,male div/sep,none,1,life insurance,33,none,own,1,skilled,1,none,YES,1996,11,GOOD
Jefferson,Kentucky,-5723.26,24.0,existing paid,none,3345.0,58.66,>=7,4,unknown,none,2,life insurance,39,none,rent,1,high qualif/self emp/mgmt,1,yes,YES,1996,11,GOOD
Jefferson,Kentucky,0.0,18.0,critical/other existing credit,none,1817.0,0.0,1<=X<4,4,female div/dep/mar,none,2,no known property,28,none,own,2,unknown,1,none,NO,1996,11,BAD
Other,Kentucky,0.0,18.0,delayed previously,none,12749.0,0.0,4<=X<7,4,male single,none,1,car,37,none,own,1,unknown,1,yes,NO,1996,11,BAD
Other,Kentucky,-5558.63,9.0,existing paid,none,1366.0,8.58,<1,3,female div/dep/mar,none,4,life insurance,22,none,rent,1,skilled,1,none,YES,1996,11,GOOD
Other,Kentucky,50.65,12.0,existing paid,none,2002.0,78.56,4<=X<7,3,unknown,none,4,life insurance,30,none,rent,1,skilled,2,yes,NO,1996,11,BAD
Other,Kentucky,-860.04,24.0,all paid,none,6872.0,0.0,<1,2,male div/sep,none,1,life insurance,33,bank,own,1,skilled,1,yes,NO,1996,11,BAD
Other,Kentucky,-493.93,12.0,all paid,unknown,697.0,41.84,<1,4,male single,unknown,2,car,46,bank,own,2,skilled,1,yes,YES,1996,11,BAD
Marion,Kentucky,-139.76,18.0,critical/other existing credit,none,1049.0,44.33,<1,4,unknown,none,4,life insurance,21,none,rent,1,skilled,1,none,YES,1996,11,GOOD
Other,Kentucky,-6957.68,18.0,existing paid,none,10297.0,96.63,4<=X<7,4,male single,none,4,no known property,39,stores,for free,-1,skilled,2,yes,YES,1996,11,BAD
Other,Kentucky,0.0,18.0,existing paid,none,1867.0,0.0,>=7,-1,male single,none,4,car,58,none,own,-1,skilled,1,yes,YES,1996,11,GOOD
Other,Kentucky,-6014.9,12.0,delayed previously,none,2315.0,77.78,1<=X<4,4,male single,none,2,real estate,43,none,own,2,unknown,2,none,NO,1996,11,GOOD
Other,Kentucky,-6433.26,24.0,existing paid,co applicant,2315.0,49.11,<1,4,male single,co applicant,1,life insurance,24,unknown,unknown,1,unskilled resident,1,none,NO,1996,11,BAD
Other,Kentucky,76.55,9.0,existing paid,none,1670.0,11.79,<1,4,female div/dep/mar,none,2,car,22,none,own,1,skilled,1,unknown,YES,1996,11,BAD
Other,Kentucky,0.0,9.0,critical/other existing credit,none,1224.0,0.0,1<=X<4,3,male single,none,1,real estate,30,none,own,2,skilled,1,none,YES,1996,11,GOOD
Other,Louisiana,0.0,12.0,critical/other existing credit,unknown,2315.0,0.0,>=7,4,male single,none,4,life insurance,42,none,own,-1,skilled,2,yes,NO,1996,11,GOOD
Other,Louisiana,-7689.68,18.0,existing paid,unknown,1498.0,54.57,1<=X<4,4,female div/dep/mar,unknown,1,car,23,bank,own,1,skilled,1,none,YES,1996,11,GOOD
Other,Louisiana,152.56,30.0,delayed previously,none,1919.0,239.05,<1,-1,male single,none,3,no known property,30,unknown,unknown,2,high qualif/self emp/mgmt,1,none,YES,1996,11,BAD
Other,Louisiana,6883.16,9.0,existing paid,none,745.0,54.04,1<=X<4,3,female div/dep/mar,none,2,no known property,28,none,unknown,1,unskilled resident,1,none,YES,1996,12,GOOD
Other,Louisiana,63.46,6.0,existing paid,none,2063.0,82.56,<1,4,unknown,none,3,car,30,none,rent,1,high qualif/self emp/mgmt,1,yes,YES,1996,12,GOOD
Jefferson,Louisiana,150.94,60.0,existing paid,unknown,6288.0,77.15,1<=X<4,4,male single,none,4,no known property,42,none,for free,1,skilled,1,none,YES,1996,12,BAD
Other,Louisiana,0.0,24.0,critical/other existing credit,none,6842.0,0.0,1<=X<4,-1,male single,none,4,life insurance,33,none,unknown,2,unknown,2,yes,YES,1996,12,BAD
Other,Louisiana,0.0,12.0,existing paid,none,3527.0,0.0,<1,2,male single,none,3,life insurance,33,none,own,1,high qualif/self emp/mgmt,2,yes,YES,1996,12,BAD
Other,Louisiana,0.0,10.0,existing paid,none,1546.0,0.0,1<=X<4,-1,unknown,none,2,real estate,31,none,own,1,unskilled resident,2,none,YES,1996,12,GOOD
Other,Louisiana,0.0,24.0,unknown,none,929.0,0.0,4<=X<7,4,male single,none,2,car,31,stores,own,1,skilled,1,unknown,NO,1996,12,GOOD
Other,Louisiana,0.0,4.0,critical/other existing credit,none,1455.0,0.0,4<=X<7,2,male single,none,-1,real estate,42,none,own,3,unskilled resident,2,unknown,NO,1996,12,GOOD
Other,Louisiana,-6930.31,15.0,existing paid,unknown,2315.0,22.67,<1,4,female div/dep/mar,unknown,1,life insurance,46,none,rent,-1,skilled,1,none,YES,1996,12,GOOD
Other,Louisiana,68.8,48.0,no credits/all paid,none,8358.0,586.68,<1,1,female div/dep/mar,none,1,no known property,30,none,own,2,skilled,1,none,YES,1996,12,GOOD
Other,Louisiana,-1377.54,24.0,all paid,unknown,3349.0,672.43,<1,4,male single,unknown,4,no known property,30,none,for free,1,skilled,2,yes,NO,1996,12,GOOD
Other,Louisiana,0.0,12.0,existing paid,unknown,2859.0,0.0,unemployed,4,male single,none,4,no known property,33,none,own,1,high qualif/self emp/mgmt,1,yes,YES,1996,12,GOOD
Other,Louisiana,0.0,18.0,existing paid,co applicant,1533.0,0.0,<1,4,male mar/wid,co applicant,1,life insurance,33,none,own,1,unskilled resident,2,none,NO,1996,12,GOOD
Other,Louisiana,0.0,24.0,existing paid,unknown,3621.0,0.0,unknown,2,male single,unknown,4,car,31,none,own,2,skilled,1,none,YES,1996,12,GOOD
Other,Louisiana,111.5,18.0,critical/other existing credit,none,3590.0,14.04,unemployed,3,male mar/wid,none,3,car,40,none,own,3,unemp/unskilled non res,2,yes,YES,1996,12,BAD
Other,Louisiana,-4965.47,36.0,delayed previously,none,2145.0,47.97,4<=X<7,2,male single,none,1,car,24,none,own,2,unknown,1,yes,NO,1996,12,GOOD
Other,Louisiana,0.0,24.0,unknown,unknown,4113.0,0.0,unknown,-1,female div/dep/mar,none,4,no known property,28,none,rent,1,skilled,1,none,YES,1996,12,BAD
Orleans,Louisiana,0.0,36.0,existing paid,none,10974.0,0.0,unemployed,-1,female div/dep/mar,none,2,car,26,none,own,2,high qualif/self emp/mgmt,1,yes,NO,1996,12,GOOD
Other,Massachusetts,-8272.23,12.0,existing paid,guarantor,1893.0,95.08,1<=X<4,4,female div/dep/mar,guarantor,4,life insurance,29,none,own,-1,skilled,1,yes,YES,1996,12,GOOD
Other,Massachusetts,-6700.86,24.0,critical/other existing credit,none,1231.0,2176.54,>=7,4,female div/dep/mar,none,4,life insurance,57,none,rent,2,high qualif/self emp/mgmt,1,yes,YES,1996,12,GOOD
Other,Massachusetts,3586.3,30.0,critical/other existing credit,none,3656.0,0.0,>=7,4,unknown,none,4,life insurance,49,stores,unknown,2,unskilled resident,1,none,YES,1996,12,BAD
